DateTime,Event,Impact,Actual,Forecast,Previous
2024-12-06T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,227K,218K,36K
2024-12-06T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.4%
2024-12-11T00:00:00+03:30,CPI y/y,High Impact Expected,2.7%,2.7%,2.6%
2024-12-11T00:00:00+03:30,CPI m/m,High Impact Expected,0.3%,0.3%,0.2%
2024-12-11T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.3%
2024-12-12T00:00:00+03:30,Unemployment Claims,High Impact Expected,242K,221K,225K
2024-12-12T00:00:00+03:30,PPI m/m,High Impact Expected,0.4%,0.2%,0.3%
2024-12-12T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.2%,0.2%,0.3%
2024-12-16T00:00:00+03:30,Flash Services PMI,High Impact Expected,58.5,55.7,56.1
2024-12-16T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,48.3,49.4,49.7
2024-12-17T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.7%,0.6%,0.5%
2024-12-17T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.2%,0.4%,0.2%
2024-12-18T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2024-12-18T00:00:00+03:30,FOMC Economic Projections,High Impact Expected,,,
2024-12-18T22:30:00+03:30,Federal Funds Rate,High Impact Expected,4.50%,4.50%,4.75%
2024-12-18T23:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2024-12-19T00:00:00+03:30,Unemployment Claims,High Impact Expected,220K,229K,242K
2024-12-19T17:00:00+03:30,Final GDP q/q,High Impact Expected,3.1%,2.8%,2.8%
2024-12-20T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.1%,0.2%,0.3%
2024-12-26T17:00:00+03:30,Unemployment Claims,High Impact Expected,219K,223K,220K
2025-01-02T17:00:00+03:30,Unemployment Claims,High Impact Expected,211K,222K,220K
2025-01-03T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,49.3,48.2,48.4
2025-01-07T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,8.10M,7.73M,7.84M
2025-01-07T00:00:00+03:30,ISM Services PMI,High Impact Expected,54.1,53.5,52.1
2025-01-08T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,122K,139K,146K
2025-01-08T17:00:00+03:30,Unemployment Claims,High Impact Expected,201K,214K,211K
2025-01-08T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2025-01-10T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.1%,4.2%,4.2%
2025-01-10T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,256K,164K,212K
2025-01-10T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.4%
2025-01-14T00:00:00+03:30,PPI m/m,High Impact Expected,0.2%,0.4%,0.4%
2025-01-14T17:00:00+03:30,Core PPI m/m,High Impact Expected,0.0%,0.2%,0.2%
2025-01-15T00:00:00+03:30,CPI y/y,High Impact Expected,2.9%,2.9%,2.7%
2025-01-15T00:00:00+03:30,CPI m/m,High Impact Expected,0.4%,0.4%,0.3%
2025-01-15T00:00:00+03:30,Core CPI m/m,High Impact Expected,0.2%,0.3%,0.3%
2025-01-16T00:00:00+03:30,Unemployment Claims,High Impact Expected,217K,210K,203K
2025-01-16T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.4%,0.6%,0.8%
2025-01-16T17:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.4%,0.5%,0.2%
2025-01-20T20:30:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-01-23T00:00:00+03:30,Unemployment Claims,High Impact Expected,223K,221K,217K
2025-01-23T19:30:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-01-24T00:00:00+03:30,Flash Services PMI,High Impact Expected,52.8,56.4,56.8
2025-01-24T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,50.1,49.8,49.4
2025-01-28T18:30:00+03:30,CB Consumer Confidence,High Impact Expected,104.1,105.7,109.5
2025-01-29T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2025-01-29T22:30:00+03:30,Federal Funds Rate,High Impact Expected,4.50%,4.50%,4.50%
2025-01-29T23:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2025-01-30T00:00:00+03:30,Unemployment Claims,High Impact Expected,207K,224K,223K
2025-01-30T17:00:00+03:30,Advance GDP q/q,High Impact Expected,2.3%,2.7%,3.1%
2025-01-31T00:00:00+03:30,Employment Cost Index q/q,High Impact Expected,0.9%,0.9%,0.8%
2025-01-31T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.1%
2025-02-03T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,50.9,49.3,49.3
2025-02-04T18:30:00+03:30,JOLTS Job Openings,High Impact Expected,7.60M,8.01M,8.16M
2025-02-05T01:40:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-05T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,183K,148K,176K
2025-02-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,52.8,54.2,54.1
2025-02-06T17:00:00+03:30,Unemployment Claims,High Impact Expected,219K,214K,208K
2025-02-07T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.0%,4.1%,4.1%
2025-02-07T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,143K,169K,307K
2025-02-07T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.5%,0.3%,0.3%
2025-02-11T01:00:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-11T18:30:00+03:30,Fed Chair Powell Testifies,High Impact Expected,,,
2025-02-12T00:00:00+03:30,CPI y/y,High Impact Expected,3.0%,2.9%,2.9%
2025-02-12T00:00:00+03:30,CPI m/m,High Impact Expected,0.5%,0.3%,0.4%
2025-02-12T00:00:00+03:30,Fed Chair Powell Testifies,High Impact Expected,,,
2025-02-12T00:10:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-12T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.4%,0.3%,0.2%
2025-02-13T00:00:00+03:30,Unemployment Claims,High Impact Expected,213K,217K,220K
2025-02-13T00:00:00+03:30,PPI m/m,High Impact Expected,0.4%,0.3%,0.5%
2025-02-13T00:18:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-13T17:00:00+03:30,Core PPI m/m,High Impact Expected,0.3%,0.3%,0.4%
2025-02-13T22:06:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-14T00:00:00+03:30,Retail Sales m/m,High Impact Expected,-0.9%,-0.2%,0.7%
2025-02-14T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,-0.4%,0.3%,0.7%
2025-02-14T22:38:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-19T00:00:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-19T00:43:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-19T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2025-02-20T00:00:00+03:30,Unemployment Claims,High Impact Expected,219K,215K,214K
2025-02-20T01:30:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-21T00:00:00+03:30,Flash Services PMI,High Impact Expected,49.7,53.0,52.9
2025-02-21T03:50:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-21T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,51.6,51.3,51.2
2025-02-22T00:26:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-24T23:19:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-26T00:29:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-02-27T00:00:00+03:30,Unemployment Claims,High Impact Expected,242K,222K,220K
2025-02-27T00:00:00+03:30,Prelim GDP q/q,High Impact Expected,2.3%,2.3%,2.3%
2025-02-28T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.2%
2025-02-28T20:45:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-03-03T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,50.3,50.6,50.9
2025-03-05T05:40:00+03:30,President Trump Speaks,High Impact Expected,,,
2025-03-05T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,77K,141K,186K
2025-03-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,53.5,52.5,52.8
2025-03-06T00:00:00+03:30,Unemployment Claims,High Impact Expected,221K,234K,242K
2025-03-07T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.4%
2025-03-07T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,151K,159K,125K
2025-03-07T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.1%,4.0%,4.0%
2025-03-07T21:00:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2025-03-11T17:30:00+03:30,JOLTS Job Openings,High Impact Expected,7.74M,7.65M,7.51M
2025-03-12T00:00:00+03:30,CPI y/y,High Impact Expected,2.8%,2.9%,3.0%
2025-03-12T00:00:00+03:30,CPI m/m,High Impact Expected,0.2%,0.3%,0.5%
2025-03-12T16:00:00+03:30,Core CPI m/m,High Impact Expected,0.2%,0.3%,0.4%
2025-03-13T00:00:00+03:30,Core PPI m/m,High Impact Expected,-0.1%,0.3%,0.5%
2025-03-13T00:00:00+03:30,PPI m/m,High Impact Expected,0.0%,0.3%,0.6%
2025-03-13T00:00:00+03:30,Unemployment Claims,High Impact Expected,220K,226K,222K
2025-03-14T00:00:00+03:30,Prelim UoM Inflation Expectations,High Impact Expected,4.9%,,4.3%
2025-03-14T17:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,57.9,63.1,64.7
2025-03-17T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.3%,0.3%,-0.6%
2025-03-17T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.2%,0.6%,-1.2%
2025-03-19T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2025-03-19T00:00:00+03:30,FOMC Economic Projections,High Impact Expected,,,
2025-03-19T21:30:00+03:30,Federal Funds Rate,High Impact Expected,4.50%,4.50%,4.50%
2025-03-19T22:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2025-03-20T00:00:00+03:30,Unemployment Claims,High Impact Expected,223K,224K,221K
2025-03-24T00:00:00+04:30,Flash Services PMI,High Impact Expected,54.3,51.2,51.0
2025-03-24T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,49.8,51.9,52.7
2025-03-26T23:30:00+04:30,President Trump Speaks,High Impact Expected,,,
2025-03-27T00:00:00+04:30,Unemployment Claims,High Impact Expected,224K,225K,225K
2025-03-27T16:00:00+04:30,Final GDP q/q,High Impact Expected,2.4%,2.3%,2.3%
2025-03-28T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.4%,0.3%,0.3%
2025-04-01T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,7.57M,7.69M,7.76M
2025-04-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,49.0,49.5,50.3
2025-04-02T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,155K,118K,84K
2025-04-02T23:30:00+04:30,President Trump Speaks,High Impact Expected,,,
2025-04-03T00:00:00+04:30,Unemployment Claims,High Impact Expected,219K,225K,225K
2025-04-03T17:30:00+04:30,ISM Services PMI,High Impact Expected,50.8,53.0,53.5
2025-04-04T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,228K,137K,117K
2025-04-04T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.2%
2025-04-04T00:00:00+04:30,Unemployment Rate,High Impact Expected,4.2%,4.1%,4.1%
2025-04-04T18:55:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
